"","X","title","author","time","scraping_time","content_url","content","response","viewcount"
"11",11,"台指期盤高 拒向9100說掰掰","胡雅惠","2016-08-12_17:09","2016-08-13_16:46:32","http://www.moneydj.com/forum/showtopic-129351.aspx","台指期今日延續昨日尾盤行情，指數開高後在9,100點震盪，元大期貨研究部經理陳昱宏表示，今日MSCI雖然公布最新季度調整，台股在新興市場指數中遭到連12降，不過盤中並未此受到影響。目前而言，台股在技術面、籌碼面而言皆偏向多方，在國際股市持續走高下，且市場預期美國FED將於12月升息，熱錢將持續流入亞股，台股後市發展有正面影響。美國三大指數收盤皆創下歷史新高，帶動台股期、現貨今日延續尾盤行情。台指期以9,129點開出後，指數在高檔震盪整理，守穩9,100點。然而觀察今日三大類股期表現，以非金電期表現最為突出，盤中走揚近1%，電子期、金融期則不相上下，盤中走揚近0.5%。從籌碼面的角度而言，陳昱宏表示，在選擇權籌碼面上，賣權OI部分有明顯增長，顯示外資可能隊市場稍有疑慮，不過，外資握有台指期淨多單水位仍在6萬口以上的水準，且現貨方面也持續買超佈局。從價差方面來看，目前除權息影響台指期點數約15點，若扣除的話，價差方面目前在平價差甚至正價差的水位，整體而言，台股後續並未太過悲觀。陳昱宏表示，台指期在昨日10點36到47分時出現一段急殺，不過隨著指數跌至8,998點後隨即收腳，顯示短線上較重賣壓已於昨日消化完畢，且低檔出現換手承接，量能也放大至900億。雖然目前整體盤勢在買盤方面稍有淡化，指數過9,000點也容易出現緩漲急跌的現象，不過，在國際股市持續走高下，且市場預期美國FED將於12月升息，熱錢將持續流入亞股，對台股後市發展有正面影響。",0,74
"12",12,"8/12 盤後報~","sdanny","2016-08-12_15:38","2016-08-13_16:46:34","http://www.moneydj.com/forum/showtopic-129342.aspx","<ed><U+00A0><U+00BC><ed><U+00BE><U+00AF>盤後日報<U+26C8>今天下了一整天的雨，但記得小時候超喜歡下雨，去外面踩水，撐小雨傘的感覺，你也是嗎？<U+2714>中長期偏多，須留意短期獲利調節賣壓。<ed><U+00A0><U+00BD><ed><U+00B4><U+00BC>台股：+18.56點，收9150.39點，成交量846億。<ed><U+00A0><U+00BD><ed><U+00B4><U+00B8>油價大漲美股四大指數收紅，台股受國際股市影響小漲開出，八大類股也呈現上漲，權值股回穩，中小型股表現相對強勁，蘋概股表現仍受壓抑。<ed><U+00A0><U+00BD><ed><U+00B2><U+0088>強勢類股：1<U+FE0F>電子：和碩4938，力成6239，精測6510，緯創3231，璟德31522<U+FE0F>非電子：中壽2823，台塑化6505資訊來自：群益投顧盤後日報<ed><U+00A0><U+00BC><ed><U+00BE><U+0088>歡迎加入line@小丹尼投資團隊http://line.me/ti/p/%40zwy9653a81212.jpg(213.88K)2016/8/12下午03:37:45",0,87
"13",13,"8/12 盤中分享~獲利調節賣壓出籠 量縮盤整","sdanny","2016-08-12_11:48","2016-08-13_16:46:35","http://www.moneydj.com/forum/showtopic-129332.aspx","【台股盤中】獲利調節賣壓出籠量縮盤整2016/08/1211:15中央社（中央社記者江明晏台北2016年8月12日電）油價大漲，美股3大指數都攻上歷史新高，歐洲主要股市同步收高。今天台股電子族群攻勢減緩，大盤在9100點之上量縮整理，獲利調節賣壓出籠，僅有業績強勢個股零星表態。華爾街股市11日再創新紀錄，3大指數都攻上歷史新高，主因油價大漲帶動石油相關類股勁揚，零售業者也因財報利多激勵上漲。歐洲主要股市11日同步收高，巴黎股市漲幅更超過1%，主因受到全球零售業和其他企業的利多消息激勵。約11時10分左右，台股加權指數來到9148.25點，上漲16.42點，漲幅0.17%，成交值新台幣472.07億元。觀察類股走勢，食品、塑化、紡織、機電、金融、汽車、油電類股都在平盤之上。鴻海(2317)盤中下跌3%，來到86.8元，台積電(2330)小漲0.5%，來到177.5元，和碩(4938)今天大漲逾5%，來到75.9元，網通股智易(3596)上漲3.7%，來到66.4元。明晟（MSCI）指數編纂公司今晨公布成分股季度調整，台股在全球標準型指數、全球小型指數等各項指數成分股不變。但再度調降台股在「MSCI全球新興市場指數」權重，由12.16%下調至12.09%，是連續12度調降。國泰證券期貨顧問處協理簡伯儀今天表示，台股今天呈現回檔、量縮整理走勢，指數在9100點之上，有獲利調節賣壓，但整體氣氛仍是偏多，若沒有帶量長黑跌破，未來不排除再度攻高。《盤中解析》MSCI扯後腿，台股沒在怕2016/08/1210:55時報資訊【時報記者王逸芯台北報導】歐美股市全數收紅，台股開高震盪，指數在9150點附近區間震盪，MSCI今(12)日公布最新的季度調整，台股權重此次在MSCI全球市場指數維持1.29%不變，但在MSCI全球新興市場指數權重則由12.16%下調至12.09%、為連12次遭調降，惟目前看來對盤面衝擊不大，主要還是以業績、題材股為盤面聚焦主力。MSCI今(12)日凌晨公布最新的季度調整，儘管台股權重此次在MSCI全球市場指數維持1.29%不變，但在MSCI全球新興市場指數權重則由12.16%下調至12.09%、為連12次遭調降，在MSCI亞洲除日本指數權重，亦由14.3%下調至14.1%，最新權重將在8月31日收盤後生效。儘管MSCI公布最新調整，台股在全球新興市場指數權重遭連12次調降，但對今日盤面衝擊不大，具業績、題材等個股依舊為撐盤主力，群聯(8299)公布財報，上半年每股賺9.58元，股價一度上漲3%，和碩(4938)也因第2季表現優於預期，上半年EPS為3.13元，吸引買單強勢敲進，股價一大漲約4.5%，仲琦(2419)在上半年稅後純益較去年同期成長4倍之多下，股價大漲幅逾3%，也帶動同樣具有業績題材的網通股正文(4906)股價喊漲近2%。權值股方面，股價大立光(3008)小漲震盪，在股價1%附近跳動，進行3800元攻防戰，晶圓雙雄台積電(2330)、聯電(2303)則多震盪於平盤附近，面板雙雄友達(2409)、群創(3481)也面臨漲多後的震盪整理；金融股今日表現相對強勢，國泰金(2882)、開發金(2883)、元大金(2885)等多持穩小漲。分析師表示，7月營收全數公布完畢，整體上市櫃營收年增1.24%，68家公司創新高，30個產業正成長，惟蘋概股營收表現不如預期，恐成為近期盤面空方攻擊標的，只是外資再度加碼現貨，9100點才得以守穩，技術面9日KD值仍為黃金交叉過熱區，指數仍有下修風險，若月線不保，則需要堤防外資連續賣超，指數恐向下修正，此外，目前大盤創高漲多後震盪是可預期的，但必須觀察資金行情背後基本面能否跟上，留意的風險包括半導體庫存，中國經濟復甦力道，還有美國年底總統大選變數。《台北股市》高檔鈍化，4方向布局高息股2016/08/1209:50時報資訊【時報記者任珮云台北報導】台股上攻至9000點以上，漲勢逐漸出現鈍化，台新高股息平衡基金經理人劉宇衡表示，由於短線漲多，獲利回吐賣壓漸重，台股後市震盪將加大，建議買低不追高。而根據國際經驗，長期利率與股市配息率具高度相關，利率下降使得高股息股票價值相對提升，在大部分主要國家利率普遍下降之下，市場對高股息產品的需求將更為熱烈，從2016年以來具高配息特性的美國公用事業類股上漲20%，可印證高股息是當前全球市場投資焦點。劉宇衡表示，由於短期內美國升息機率降低，在資金仍寬鬆下，股票市場出現較預期為強的走勢，不過，後市仍一些市場風險須留意，包括：一、美股漲多，短線乖離率過大，回檔修正風險漸增；二、歐洲股市已反彈至一個瓶頸點，使得激勵全球股市上攻的力道也減緩；三、原油價格再次走跌，原物料行情轉弱。在變數及風險提高下，投資人惟有以基本面為依歸，同時抱持長期投資的心態，才能避免短線追高殺低。此外，依據歷史經驗，自2008年金融海嘯過後，在股市快速回檔時逢低中長期布局，往往可以獲得不錯的報酬。而短線震盪加大下，高股息股相對防禦性較佳。劉宇衡表示，以台灣來看，除電信業外，半導體等科技產業較傳統產業相對具有較高的殖利率，台股中的科技及半導體類股有不少標的殖利率在4-5%之間，因此，在高股息股的操作上，可依四大方向：一、挑選具長期競爭力及穩定配息能力之半導體週邊產業；二、布局具長期穩定現金流之汽車相關產業（包括零組件、電子）；三、逢低布局跌深、本益比偏低之績優電子股；四、傳產股以TPP、美國經濟受惠股等利基型產業優先布局。8121.jpg(256.44K)2016/8/12上午11:47:38《台北股市》盤中焦點股：力成、群聯、晶豪科、和碩2016/08/1209:39時報資訊【時報-盤中焦點股】1.力成(6239)：外資持續擴大買超，今股價衝上近5年新高，達85.5元、漲幅約3%。2.勤益控(1437)：Q2EPS達1.37元，今股價跳漲逾3%，突破月線。3.燁輝(2023)：外資持續買超，今股價開高走高近3%，企圖挑戰前高9.15元。4.英利-KY(2239)：本益比衝高至19.45、列注意股，惟外資相挺，今日股價仍漲逾2.5%。5.黑松(1234)：第2季獲利創同期新高，較去年同期增逾三倍，股價走揚同慶，漲幅逾2.5%。6.美食-KY(2723)：基本面優異，低接買盤積極，股價反彈走高2.5%。7.百和(9938)：上半年每股稅後純益2.53元，創歷史同期新高，9月進入旺季，後市看俏，股價衝漲3.5%。8.群聯(8299)：上半年每股賺9.58元，股價一度漲逾3%。9.普格(3073)：外資、自營商昨日同步買超，今股價一度漲近4%。10.晶豪科(3006)：本季業績看增3成，股價一度漲逾4%。11.和碩(4938)：第2季表現優於預期，上半年EPS為3.13元，Q3樂觀，股價一度漲近4.5%。12.宏益(1452)：7月合併營收1.75億元，年成長15.42％，投信與自營商連五日買超力挺，早盤走揚3%，衝上波段新高。13.仲琦(2419)：上半年獲利開出紅盤，每股稅後盈餘0.74元，狠賺去年獲利的4倍，早盤勁彈3%，站回20元。14.正文(4906)：第二季每股獲利0.54元，相對去年同期的每股賺0.04元，成長13.5倍，昨獲外資反手買超423張，早盤衝高3%。",0,228
"14",14,"鴻海三率三降 Q2獲利摔12季新低","康和張純芊","2016-08-12_10:22","2016-08-13_16:46:37","http://www.moneydj.com/forum/showtopic-129322.aspx","鴻海昨（11）日公布第2季財報，毛利率、營益率、淨利率「三率三降」，稅後純益176.85億元，季減逾35%，下探12季來低點，每股純益僅1.02元。上半年每股純益2.62元，不如市場預期，並遠低於去年同期的3.61元。分析師指出，鴻海今年第2季財報獲利表現不如預期，但人民幣貶值對單季業外收益仍有正面幫助。鴻海說明，第2季業外收益逾百億元，較首季僅9.8億元明顯提升，但業外收益包含利息收入與金融資產評價等項目，不單純是匯兌收益。鴻海昨日公告，除權（息）交易日為9月2日，預計每股配發股息4元，將發出逾625億現金，另每股配發股票股利1元。轉自聯合新聞未命名.png(47.12K)2016/8/12下午05:57:57",0,95
"15",15,"15檔7月營收雙旺股 外資搶","蔓妮","2016-08-12_09:48","2016-08-13_16:46:39","http://www.moneydj.com/forum/showtopic-129316.aspx","2016年08月12日04:10工商時報曾萃芝／台北報導15檔7月營收月增及年增外資連買強勢股台股漲多回檔，啟碁（6285）、統一超（2912）等15檔7月營收月增及年增，且外資連買的強勢股，台股中流砥柱。元大投顧副總杜富蓉指出，外資是此波推升台股攻上9,200點最大功臣，台股昨回檔，但外資續買超40.93億元，統計外資今年以來迄昨買超高達3,933億元，為同期史上第5高買超量，顯示外資買超台股很狂熱。杜富蓉說，台幣昨雖貶值1.01角，但今年來台幣升值已高達7％，國際熱錢更將湧入，外資連買股，成抗跌一族。國票投顧總經理王博文指出，在7月出口反轉上升後，台股上市櫃公司7月營收表現還不錯，營收創新高家數共53檔，將突破6月63檔，8月產業旺季，營收將續強，挑選7月營收月增及年增「業績雙強」股，有業績佳加持，法人及市場資金除持股堅定，衝高追價及逢低承接意願將大增。該15檔電子、傳產均有，外資連買由3天到13天，外資昨續買超由685張到4,061張，7月營收月增率由1％到17.4％，年增率由0.7％到35.6％，將突圍而出。力成7月營收達歷史第3高，第3季展望看雙位數增長，外資連買13天，股價在高點震盪；光寶科上半年合併獲利36.5億元，每股稅後1.58元，生醫事業添生力軍，糖化血色素分析儀上市，外資連買10天，頻改寫新高價；統一超ibon拓新服務，今年使用人次上看2億，第2季綜合損益表，每股盈餘2.49元，屬於酷暑概念股，外資連6買，股價緩步攻堅。啟碁、台灣大、統一超等奧運受惠股，台灣大前7月EPS3.40元，股價均亮眼。穩懋第3季EPS上看1.8元，7月營收連5月攀新高，年增逾3成；文曄第3季營收看季增3成，下半年動能強。http://www.chinatimes.com/newspapers/20160812000233-260206投資自有風險,請投資人審慎評估",0,114
"16",16,"8/12 晨訊!","sdanny","2016-08-12_09:38","2016-08-13_16:46:40","http://www.moneydj.com/forum/showtopic-129314.aspx","0812.jpg(151.41K)2016/8/12上午09:37:452016/08/12多空訊息!http://blog.cnyes.com/My/danny20160119/article2311295今天晨訊供大家參考!一起討論，互相研究！*僅供參考，不做操作建議，營虧自負*也歡迎大家一起跟我加入小丹尼投資團隊LINE@，裡面有更多資訊!而且回復也很快!",0,207
"17",17,"慘！MSCI今恐連12降台股權重~","大昌秋如","2016-08-12_08:20","2016-08-13_16:46:42","http://www.moneydj.com/forum/showtopic-129313.aspx","歐美股市漲多拉回，台積電、鴻海等蘋概指標股7月營收略低於預期，加上明晟（MSCI）今（12）日公布季度調整，外資圈預估台股權重恐遭連12降，台股昨日下跌68點收9,131點，失守9,200點關卡，惟國際資金依舊買超40億元。瑞信證券亞太區首席策略分析師席瓦（SakthiSiva）指出，國際資金6、7、8月以來買超亞太區股市（中國除外）金額分別為49、134、50億美元，這3個月合計買超達233億美元。席瓦通常採用「過去12個月國際資金買超金額佔股市市值比重」，作為國際資金是否「超買或超賣」指標，根據統計，國際資金過去12個月買超亞太區除中國外股市金額佔市值比重已由2月的-0.6％來到目前的0.4％，按過去歷史經驗，此數據來到0.8％，才會出現較明顯修正，因此目前仍屬安全。至於個別股市，席瓦表示，國際資金6月以來所買超的233億美元當中，台股就佔了95億美元，比重高達50％，位居亞太區股市之冠，居次的韓股也才54.7億美元，但也使得國際資金過去12個月買超台股金額佔市值比重，由2月的-0.3％來到目前的1.4％。也由於國際資金短期買超台股金額相當龐大，意味著特別容易受到利空消息影響、指數波動幅度變大，由於MSCI將於今天凌晨公佈最新調整結果，外資圈評估台股權重遭「連12降」機率相當高，加上台積電與鴻海所公佈的7月營收表現欠佳，使得台股昨天盤中一度重挫逾百點，連破9,200與9,100點等整數關卡，跌破5日線並回測月線9,052點。元大投顧資深副總杜富蓉認為，大盤盤中低點已觸及7月下旬整理平台，顯示短線可能由原先的盤堅格局，轉為震盪整理的走勢，接下來需觀察新台幣升值對出口族群第三季影響。(出處:中時財經投資自有風險,請投資人審慎評估)",0,104
"18",18,"10檔不怕指數高 法人連2買~","大昌秋如","2016-08-12_08:17","2016-08-13_16:46:43","http://www.moneydj.com/forum/showtopic-129311.aspx","台股10日終於攻上「92共識」，但昨（11）日旋即湧出居高思危賣壓，導致指數下跌68點收9,131點，成交量放大至935億。不過，儒鴻（1476）、總太（3056）、卜蜂（1215）等10檔，不怕高檔回落壓力，獲法人連2日買超力挺，股價連2日收紅。日盛投顧總經理李秀利指出，國際熱錢大量湧入台股，指數短期間急攻拉高，導致季線與指數乖離率達5.6％，大於前兩次波段高點，當台股再攻上9,200點後，回檔壓力加大，影響昨日盤勢呈現帶量下挫，預估將維持橫盤整理。觀察昨日大盤，共有儒鴻、總太、卜蜂、世界、興富發、皇翔、光環、鑽全、敦泰、國建等10檔，在台股從高檔回檔之際，仍有法人買盤護體，連兩日股價漲幅皆在1％以上，漲勢相對突出。李秀利分析，近兩日獲法人加碼，股價收紅的10檔個股中，有4檔屬於營建股，在電子權值股漲幅已高的情況下，資金轉向各類股輪動，由於市場預計全球維持低利率環境不變，有利營建類股，因而吸引部分資金進駐。另外，第3季為紡織及食品族群旺季，儒鴻雖受到上半年成衣銷售不景氣影響，第2季獲利8億元，較去年同期衰退19.2%，但下半年起可望逐季走揚，法人近期也由賣轉買，近兩日累積加碼2,123張。飼料及白肉雞供應廠卜蜂第2季淡季不淡，獲利達2.98億元，年增率暴衝1.75倍，創下單季新高，第3季更有節慶需求推升營收表現，法人預估今年EPS將有3元以上水準。卜蜂昨股價帶量上漲2.74％，在旺季題材加持下，成為市場買盤的人氣焦點。李秀利表示，統計上市櫃公司7月營收共有68家創新高，表現優於去年同期，從基本面看來並不悲觀，籌碼面上外資仍未翻空，對於後市展望看好的半導體代工、封測族群，或是股價偏低的潛力股，都有持續布局，惟要留意若外資出現連3日大量賣超，將是資金行情終結的警訊。(出處:中時財經投資自有風險,請投資人審慎評估)",0,218
"19",19,"如何聚焦指標個股，精準布局？","鴨寶&押寶","2016-08-12_08:11","2016-08-13_16:46:45","http://www.moneydj.com/forum/showtopic-129308.aspx","經濟日報提供分享經濟日報提供http://money.udn.com/money/story/8044/1889708-0812",0,203
"20",1,"4公司董座 7月大賣股","胡雅惠","2016-08-12_08:03","2016-08-13_16:46:47","http://www.moneydj.com/forum/showtopic-129305.aspx","隨著台股指數攀高後，上市公司大股東7月開始積極調節持股，包括聯華食（1231）董事長李開源、佳格（1227）董事長曹德風、傳奇（4994）董事長張峰旗、正新（2105）董事長羅才仁等，均在7月賣出1,000～3,620張間。此外，還有力達-KY大股東德富發展及LEOHOLDINGINVESTMENTLIMITED，勝悅-KY大股東昌興投資，及承啟大股東億城國際開發等，也在7月各賣出1,500張、6,000張及8,000張。依證交所公開資訊觀測站公告資料顯示，過去上市公司大股東買股多於賣股，但從7月開始情況明顯改變，上市公司大股東賣股比買股多，且賣出張數也動輒逾千張。據統計，7月上市公司買股最多的是永光化學董事陳定川，加碼買進4,050張，其次為立萬利大股東威剛科技買進1,157張，其餘增加持股都在千張以下。包括京城董事長蔡天贊增加717張，華建大股東大碩投資、泰有投資及長昇國際合計增加741張、燁興大股東燁聯增加577張、震旦行大股東震旦國際增加574張、圓展大股東圓剛科技增加289張及統懋董事長增加273張等。台股衝上9,000點之後，雖然在外資加持下，台股仍看回不回，並向9,200點九二共識叩關，不過，市場風險意識上升，尤其上市公司大股東更在7月逢高出脫調節持股。投資專家表示，上市公司大股東此時賣出持股，具有市場風向球，意味著來到目前價位後，大股東心態偏保守。(工商時報)",0,220
"21",2,"外資操控台股手法更精練 Q2財報影響個股","大昌劉澤慧","2016-08-12_08:02","2016-08-13_16:46:49","http://www.moneydj.com/forum/showtopic-129304.aspx","加權指數日線圖盤勢分析：7、8月以來投資人的共識：本波外資狂潮不僅龐大而且操控台股手法更精練，過去幾年指數型外資參照MSCI權值股買股，但今年資金集中買台積電與大立光兩檔股王塑造指數多頭氛圍，然後連續加碼高獲利或高殖利率的特定個股，例如瑞昱外資持股由5月20日48％增加至62％，股價上漲將近5成，而同期外資對聯詠持股率幾乎不變。一般外資注重流動性，但近年「具備產業地位、高毛利率、籌碼安定」個股也成為外資的明牌，例如上半年億豐（8464）、及7月起漲的精測（6150）某美系外資預估精測因受惠先進晶圓代工製程，2016-2018年毛利率均超過50％，3年預估EPS分別為19.94、29.82、38.51元，目標價為1,050元。精測和漢微科都是受惠高階晶圓代工商機的小型利基廠商，有趣的是這些公司掛牌前都潛沈專心「練功」，技術含量超高，掛牌前後業績爆發，一登場本益比就從20倍起跳，獲利若成長50％而本益比拉高到30倍時，股價就能上漲1.25倍，自然成為外資與大戶長線佈局的愛股，一般散戶只能看著財報徒呼負負。台積電本季財測台幣匯率計算基礎為32.3元（與上季相同），一般認為是台積電可忍受的匯率防線，9月若台幣不回貶，Q3財報匯兌損失龐大，將造成電子股8月下旬股價陷入整理。此外，上半年人民幣兌美元走貶3％，導致以美元計價為主的筆電代工廠存在匯損風險，英業達第2季匯損6.46億元，由於7、8月份台幣升值速度加快，第3季匯率避險操作難度提高，將是毛利率低、旺季鋪貨結束、潛在匯兌損失壓力的中下游個股潛在利空。投資策略：瑞昱、智邦這種波段大漲股，早期買進者獲利豐碩、近日出現調節賣壓，晚進者不敢長抱只能做短，「補漲」與「利基」型股價空間較大，例如8月起股價狂飆的線上遊戲股就是這種概念，基本上精靈寶可夢越夯，理論上對台灣線上遊戲廠商營運壓力越沈重，不過炒股首重「氣勢」：連續紅K+利多消息+爆量…等，這也是多頭的重要徵兆。短線操作補漲股的最大依據是「財報」，下週一（8/15）前需全部公告，可能會出現「業績超乎預期股價沒漲」或「利空鈍化」的短線操作機會，蘋概股可能是補漲指標，短線財報與消息面利空測試後再找買點。由於台幣狂升外資湧入，電子股漲幅大追價意願下降，本週部分資金轉入金融股，台灣金融股共40多檔但外資實際操作者僅10檔左右，8月起兩大指標股國泰金與富邦金重新回到外資買超名單上，政府基金非常關心金融股何時能夠發動波段行情，但一般內資通常持觀望態度。指數波段上漲超過2個月，本週已出現「電子利多鈍化」、「金融轉強」、「賺指數賠差價」等現象，震盪趨激烈，指數往上以換股取代加碼並執行「資金控管」動作，避開第2季財報不佳者。轉貼自:http://udn.com/news/story/7255/1887004",0,206
"22",3,"15檔7月營收雙旺股 外資搶","大昌廖維凌","2016-08-12_07:03","2016-08-13_16:46:50","http://www.moneydj.com/forum/showtopic-129303.aspx","台股漲多回檔，啟碁（6285）、統一超（2912）等15檔7月營收月增及年增，且外資連買的強勢股，台股中流砥柱。元大投顧副總杜富蓉指出，外資是此波推升台股攻上9,200點最大功臣，台股昨回檔，但外資續買超40.93億元，統計外資今年以來迄昨買超高達3,933億元，為同期史上第5高買超量，顯示外資買超台股很狂熱。杜富蓉說，台幣昨雖貶值1.01角，但今年來台幣升值已高達7％，國際熱錢更將湧入，外資連買股，成抗跌一族。國票投顧總經理王博文指出，在7月出口反轉上升後，台股上市櫃公司7月營收表現還不錯，營收創新高家數共53檔，將突破6月63檔，8月產業旺季，營收將續強，挑選7月營收月增及年增「業績雙強」股，有業績佳加持，法人及市場資金除持股堅定，衝高追價及逢低承接意願將大增。該15檔電子、傳產均有，外資連買由3天到13天，外資昨續買超由685張到4,061張，7月營收月增率由1％到17.4％，年增率由0.7％到35.6％，將突圍而出。力成7月營收達歷史第3高，第3季展望看雙位數增長，外資連買13天，股價在高點震盪；光寶科上半年合併獲利36.5億元，每股稅後1.58元，生醫事業添生力軍，糖化血色素分析儀上市，外資連買10天，頻改寫新高價；統一超ibon拓新服務，今年使用人次上看2億，第2季綜合損益表，每股盈餘2.49元，屬於酷暑概念股，外資連6買，股價緩步攻堅。啟碁、台灣大、統一超等奧運受惠股，台灣大前7月EPS3.40元，股價均亮眼。穩懋第3季EPS上看1.8元，7月營收連5月攀新高，年增逾3成；文曄第3季營收看季增3成，下半年動能強。(工商時報)本文轉載自:http://www.chinatimes.com/newspapers/20160812000233-260206",0,86
"23",4,"金融股投資之討論","IDIOT101","2008-11-18_22:20","2016-08-13_16:46:53","http://www.moneydj.com/forum/showtopic-73315.aspx","1.金融天后美林證券程淑芬小姐表示,從投資的角度來看,台灣金融股之股價與淨值比已來到0.8倍之歷史新低,已具備跌深反彈題材.此話一出,使今日金融股在一遍跌聲中相對強勢'.2.金融股是否已脫離危機到可進場之時機?歡迎提供寶貴意見.A.本板討論對象為上市櫃所有金融股.B.請勿再本板與投資無關之題材,如連動債.保單等.",5614,434893
"24",5,"「九二共識」僅一天？台股大幅回檔專家：行情將短線震盪","胡雅惠","2016-08-11_22:09","2016-08-13_16:46:55","http://www.moneydj.com/forum/showtopic-129302.aspx","台指期開低震盪走低，盤中一度失守9,000點大關，永豐期貨副總廖祿民表示，台股目前盤勢還未有翻空的疑慮，不過指數短線漲幅已高是台股目前最大的利空，在先前強勢的族群都呈現休息的狀態下，預期台股將陷入回檔修正，短線上下方支撐先看頸線8,800、8,900點的位置，而後續觀察重點仍聚焦在台幣的匯率走勢，以及外資在期現貨的佈局方向。美股昨夜小幅收低，加上傳出蘋果砍單供應鏈價格下，蘋概股今日相行失色，影響台股期現貨今日表現。台指期今日以9,125點開出後走勢震盪，惟至10點45分時，驚見一分鐘超過8,000口的成交大量，將指數摜壓回測9,000點，隨即並跌破9,000點至最低8,998點，所幸指數在低檔快速收腳，並重返9,000點上遊走。而觀察今日三大類指期表現，三大期指同步走弱，不過電子族群受到蘋概股、面板股的影響下，盤中跌幅超過1%以上，成為今日的壓盤重心。廖祿民指出，台股前兩日雖然指數有創高，不過在個股表現當中，下跌家數皆大於上漲家數，中小型股已經率先表現弱勢，而今日正式反應出先前強勢領漲的股票，如面板族群、權值股等都呈現休息態勢，在此情況下，預期台股將陷入回檔修正的可能，短線上9,200點成為上檔壓力區，多頭能否再領軍上攻得觀察國際股市及台幣匯率，而目前下方支撐擇先看頸線8,800、8,900點的位置。廖祿民指出，7月份指數在8,800、8,900時，季線乖離達到500點，橫盤整理時了一段時間，然而指數在近期衝高至9000點之上後，季線乖離再度達到500點，目前最好的方式就是以時間的修正取代價格的修正，以橫盤整理取代指數快速下跌;而後續的觀察重點除了台幣的匯率走勢外，還需觀察外資若在期現貨出現同步調節，不排除有翻空的跡象。",0,311
